id,title,author,text,label
5117,Government hiding evidence of UFO crash,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5118,Government hiding evidence of UFO crash,David Wilson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5119,Aliens spotted in downtown New York,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5120,NASA discovers new exoplanet similar to Earth,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
5121,Cure for cancer found using secret ancient herb,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5122,New species of bird discovered in the Amazon rainforest,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5123,Celebrity claims to be time traveler from 3020,Olivia Walker,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5124,Local schools adopt AI-based learning programs,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5125,New species of bird discovered in the Amazon rainforest,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
5126,Scientists confirm Earth is flat again,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5127,Celebrity claims to be time traveler from 3020,Emily Johnson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5128,Government hiding evidence of UFO crash,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5129,Aliens spotted in downtown New York,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5130,Government announces new healthcare reform,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
5131,Stock markets hit record highs amid tech boom,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
5132,Government hiding evidence of UFO crash,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5133,New species of bird discovered in the Amazon rainforest,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5134,Celebrity claims to be time traveler from 3020,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5135,Government hiding evidence of UFO crash,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5136,Scientists confirm Earth is flat again,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5137,Government hiding evidence of UFO crash,Michael Brown,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5138,Scientists confirm Earth is flat again,John Smith,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5139,Aliens spotted in downtown New York,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5140,Cure for cancer found using secret ancient herb,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5141,Government announces new healthcare reform,Olivia Walker,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5142,Government announces new healthcare reform,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
5143,Aliens spotted in downtown New York,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5144,Stock markets hit record highs amid tech boom,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
5145,Celebrity claims to be time traveler from 3020,John Smith,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5146,Cure for cancer found using secret ancient herb,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5147,Aliens spotted in downtown New York,Emily Johnson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5148,New species of bird discovered in the Amazon rainforest,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
5149,Government hiding evidence of UFO crash,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5150,Government hiding evidence of UFO crash,John Smith,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5151,Scientists confirm Earth is flat again,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5152,Aliens spotted in downtown New York,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5153,NASA discovers new exoplanet similar to Earth,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5154,Local schools adopt AI-based learning programs,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
5155,NASA discovers new exoplanet similar to Earth,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
5156,Government announces new healthcare reform,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
5157,New species of bird discovered in the Amazon rainforest,Laura Clark,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5158,New species of bird discovered in the Amazon rainforest,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
5159,Scientists confirm Earth is flat again,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5160,Government hiding evidence of UFO crash,Michael Brown,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5161,New species of bird discovered in the Amazon rainforest,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
5162,Local schools adopt AI-based learning programs,John Smith,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5163,Government hiding evidence of UFO crash,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5164,Government hiding evidence of UFO crash,David Wilson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5165,Government announces new healthcare reform,Michael Brown,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5166,Cure for cancer found using secret ancient herb,Sarah Davis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5167,Aliens spotted in downtown New York,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5168,Cure for cancer found using secret ancient herb,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5169,Aliens spotted in downtown New York,Laura Clark,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5170,Government announces new healthcare reform,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
5171,Cure for cancer found using secret ancient herb,Emily Johnson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5172,Government announces new healthcare reform,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
5173,Government hiding evidence of UFO crash,Laura Clark,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5174,Cure for cancer found using secret ancient herb,Michael Brown,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5175,Scientists confirm Earth is flat again,Laura Clark,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5176,New species of bird discovered in the Amazon rainforest,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5177,Government hiding evidence of UFO crash,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5178,Scientists confirm Earth is flat again,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5179,Scientists confirm Earth is flat again,Michael Brown,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5180,Celebrity claims to be time traveler from 3020,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5181,Scientists confirm Earth is flat again,Michael Brown,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5182,Scientists confirm Earth is flat again,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5183,NASA discovers new exoplanet similar to Earth,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
5184,Scientists confirm Earth is flat again,Olivia Walker,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5185,Government hiding evidence of UFO crash,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5186,Scientists confirm Earth is flat again,Sarah Davis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5187,Government announces new healthcare reform,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5188,Local schools adopt AI-based learning programs,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5189,Aliens spotted in downtown New York,David Wilson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5190,New species of bird discovered in the Amazon rainforest,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
5191,Government hiding evidence of UFO crash,Emily Johnson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5192,Local schools adopt AI-based learning programs,David Wilson,Experts say the stock market growth is due to innovation in the technology sector.,0
5193,Government hiding evidence of UFO crash,John Smith,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5194,NASA discovers new exoplanet similar to Earth,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5195,Scientists confirm Earth is flat again,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5196,Scientists confirm Earth is flat again,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5197,Cure for cancer found using secret ancient herb,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5198,Scientists confirm Earth is flat again,David Wilson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5199,Aliens spotted in downtown New York,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5200,NASA discovers new exoplanet similar to Earth,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
5201,Aliens spotted in downtown New York,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5202,Celebrity claims to be time traveler from 3020,David Wilson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5203,Stock markets hit record highs amid tech boom,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
5204,Government announces new healthcare reform,Michael Brown,Schools are now integrating AI models to enhance personalized education for students.,0
5205,Celebrity claims to be time traveler from 3020,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5206,Government announces new healthcare reform,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
5207,Cure for cancer found using secret ancient herb,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5208,Government hiding evidence of UFO crash,Sarah Davis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5209,Government hiding evidence of UFO crash,Michael Brown,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5210,Local schools adopt AI-based learning programs,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5211,Scientists confirm Earth is flat again,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5212,Aliens spotted in downtown New York,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5213,Local schools adopt AI-based learning programs,Olivia Walker,Schools are now integrating AI models to enhance personalized education for students.,0
5214,New species of bird discovered in the Amazon rainforest,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5215,Stock markets hit record highs amid tech boom,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5216,Government announces new healthcare reform,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5217,NASA discovers new exoplanet similar to Earth,David Wilson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5218,Scientists confirm Earth is flat again,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5219,Celebrity claims to be time traveler from 3020,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5220,Cure for cancer found using secret ancient herb,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5221,NASA discovers new exoplanet similar to Earth,Emily Johnson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5222,Scientists confirm Earth is flat again,David Wilson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5223,Local schools adopt AI-based learning programs,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5224,Government hiding evidence of UFO crash,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5225,New species of bird discovered in the Amazon rainforest,Laura Clark,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5226,Aliens spotted in downtown New York,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5227,New species of bird discovered in the Amazon rainforest,Olivia Walker,Experts say the stock market growth is due to innovation in the technology sector.,0
5228,NASA discovers new exoplanet similar to Earth,John Smith,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5229,Cure for cancer found using secret ancient herb,Michael Brown,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5230,Local schools adopt AI-based learning programs,Laura Clark,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5231,Scientists confirm Earth is flat again,Olivia Walker,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5232,Aliens spotted in downtown New York,Emily Johnson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5233,NASA discovers new exoplanet similar to Earth,Emily Johnson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5234,Celebrity claims to be time traveler from 3020,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5235,Government hiding evidence of UFO crash,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5236,Government announces new healthcare reform,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5237,Stock markets hit record highs amid tech boom,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5238,Local schools adopt AI-based learning programs,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5239,Aliens spotted in downtown New York,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5240,Aliens spotted in downtown New York,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5241,NASA discovers new exoplanet similar to Earth,Olivia Walker,Schools are now integrating AI models to enhance personalized education for students.,0
5242,Aliens spotted in downtown New York,Olivia Walker,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5243,Celebrity claims to be time traveler from 3020,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5244,New species of bird discovered in the Amazon rainforest,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5245,Local schools adopt AI-based learning programs,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
5246,New species of bird discovered in the Amazon rainforest,Olivia Walker,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5247,Celebrity claims to be time traveler from 3020,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5248,Scientists confirm Earth is flat again,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5249,New species of bird discovered in the Amazon rainforest,Emily Johnson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5250,Local schools adopt AI-based learning programs,Laura Clark,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5251,Stock markets hit record highs amid tech boom,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
5252,New species of bird discovered in the Amazon rainforest,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
5253,Stock markets hit record highs amid tech boom,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5254,Celebrity claims to be time traveler from 3020,Emily Johnson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5255,Aliens spotted in downtown New York,David Wilson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5256,New species of bird discovered in the Amazon rainforest,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
5257,New species of bird discovered in the Amazon rainforest,Olivia Walker,Schools are now integrating AI models to enhance personalized education for students.,0
5258,Cure for cancer found using secret ancient herb,Sarah Davis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5259,Cure for cancer found using secret ancient herb,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5260,Government hiding evidence of UFO crash,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5261,Local schools adopt AI-based learning programs,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
5262,Local schools adopt AI-based learning programs,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5263,Aliens spotted in downtown New York,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5264,Local schools adopt AI-based learning programs,Laura Clark,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5265,Aliens spotted in downtown New York,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5266,Cure for cancer found using secret ancient herb,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5267,Government announces new healthcare reform,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
5268,Stock markets hit record highs amid tech boom,Laura Clark,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5269,Local schools adopt AI-based learning programs,Michael Brown,Experts say the stock market growth is due to innovation in the technology sector.,0
5270,Scientists confirm Earth is flat again,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5271,Stock markets hit record highs amid tech boom,Emily Johnson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5272,Government announces new healthcare reform,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
5273,Scientists confirm Earth is flat again,James Lewis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5274,Government announces new healthcare reform,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
5275,NASA discovers new exoplanet similar to Earth,Sarah Davis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5276,Local schools adopt AI-based learning programs,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
5277,Government hiding evidence of UFO crash,Michael Brown,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5278,Local schools adopt AI-based learning programs,Olivia Walker,Experts say the stock market growth is due to innovation in the technology sector.,0
5279,Local schools adopt AI-based learning programs,Michael Brown,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5280,Cure for cancer found using secret ancient herb,John Smith,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5281,NASA discovers new exoplanet similar to Earth,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5282,Local schools adopt AI-based learning programs,Michael Brown,Schools are now integrating AI models to enhance personalized education for students.,0
5283,Scientists confirm Earth is flat again,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5284,Government announces new healthcare reform,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5285,Local schools adopt AI-based learning programs,Emily Johnson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5286,Stock markets hit record highs amid tech boom,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5287,Government announces new healthcare reform,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
5288,Celebrity claims to be time traveler from 3020,John Smith,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5289,Government hiding evidence of UFO crash,Michael Brown,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5290,Local schools adopt AI-based learning programs,James Lewis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5291,Aliens spotted in downtown New York,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5292,Celebrity claims to be time traveler from 3020,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5293,NASA discovers new exoplanet similar to Earth,Olivia Walker,Schools are now integrating AI models to enhance personalized education for students.,0
5294,New species of bird discovered in the Amazon rainforest,Emily Johnson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5295,Cure for cancer found using secret ancient herb,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5296,Government hiding evidence of UFO crash,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5297,Cure for cancer found using secret ancient herb,Olivia Walker,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5298,Government hiding evidence of UFO crash,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5299,Local schools adopt AI-based learning programs,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5300,Scientists confirm Earth is flat again,John Smith,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5301,Celebrity claims to be time traveler from 3020,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5302,New species of bird discovered in the Amazon rainforest,Laura Clark,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5303,Cure for cancer found using secret ancient herb,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5304,Scientists confirm Earth is flat again,Emily Johnson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5305,Cure for cancer found using secret ancient herb,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5306,Government hiding evidence of UFO crash,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5307,Stock markets hit record highs amid tech boom,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5308,Local schools adopt AI-based learning programs,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
5309,NASA discovers new exoplanet similar to Earth,David Wilson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5310,Celebrity claims to be time traveler from 3020,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5311,Scientists confirm Earth is flat again,Sarah Davis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5312,Cure for cancer found using secret ancient herb,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5313,New species of bird discovered in the Amazon rainforest,Laura Clark,Schools are now integrating AI models to enhance personalized education for students.,0
5314,New species of bird discovered in the Amazon rainforest,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5315,Scientists confirm Earth is flat again,Emily Johnson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5316,New species of bird discovered in the Amazon rainforest,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5317,New species of bird discovered in the Amazon rainforest,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5318,Stock markets hit record highs amid tech boom,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
5319,Aliens spotted in downtown New York,John Smith,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
5320,Stock markets hit record highs amid tech boom,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
5321,Cure for cancer found using secret ancient herb,David Wilson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5322,Stock markets hit record highs amid tech boom,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5323,Stock markets hit record highs amid tech boom,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5324,Aliens spotted in downtown New York,Michael Brown,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5325,Scientists confirm Earth is flat again,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5326,NASA discovers new exoplanet similar to Earth,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5327,Scientists confirm Earth is flat again,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5328,Stock markets hit record highs amid tech boom,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5329,Scientists confirm Earth is flat again,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5330,Government announces new healthcare reform,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
5331,Scientists confirm Earth is flat again,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5332,Government announces new healthcare reform,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
5333,New species of bird discovered in the Amazon rainforest,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
5334,Aliens spotted in downtown New York,John Smith,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5335,Cure for cancer found using secret ancient herb,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5336,Celebrity claims to be time traveler from 3020,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5337,Government hiding evidence of UFO crash,Laura Clark,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5338,Scientists confirm Earth is flat again,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
5339,Government announces new healthcare reform,James Lewis,Schools are now integrating AI models to enhance personalized education for students.,0
5340,NASA discovers new exoplanet similar to Earth,David Wilson,Experts say the stock market growth is due to innovation in the technology sector.,0
5341,Cure for cancer found using secret ancient herb,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
5342,Scientists confirm Earth is flat again,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5343,Scientists confirm Earth is flat again,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5344,Government announces new healthcare reform,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5345,Scientists confirm Earth is flat again,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5346,NASA discovers new exoplanet similar to Earth,Laura Clark,Schools are now integrating AI models to enhance personalized education for students.,0
5347,Celebrity claims to be time traveler from 3020,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5348,NASA discovers new exoplanet similar to Earth,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
5349,Cure for cancer found using secret ancient herb,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5350,Local schools adopt AI-based learning programs,Michael Brown,Schools are now integrating AI models to enhance personalized education for students.,0
5351,Cure for cancer found using secret ancient herb,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5352,Scientists confirm Earth is flat again,Olivia Walker,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5353,Celebrity claims to be time traveler from 3020,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
5354,Government announces new healthcare reform,James Lewis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5355,New species of bird discovered in the Amazon rainforest,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
5356,Government announces new healthcare reform,John Smith,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
5357,New species of bird discovered in the Amazon rainforest,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
5358,Local schools adopt AI-based learning programs,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
5359,Government hiding evidence of UFO crash,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5360,Cure for cancer found using secret ancient herb,Olivia Walker,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
5361,NASA discovers new exoplanet similar to Earth,John Smith,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5362,Local schools adopt AI-based learning programs,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
5363,New species of bird discovered in the Amazon rainforest,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
